abuse_rate,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
0,0.973136807766424,0.957336639982289,0.944076031280874,0.887690191600797,0.923586712890372,1.03410457888051,2.42236343043109,0.93170613493693,0.985531741946869
0.1,0.942550645108789,0.971917264776161,0.950096624229881,0.996134232960108,0.987688453837589,1.07125558766009,1.13358709527383,1.2050488513233,1.34316061791222
0.2,0.960452548610542,0.975588669001875,1.07583847008976,1.08129473672737,1.09306978711438,1.16944657518393,1.34968797388021,1.47052019687801,1.74743348682184
0.3,1.04068660348451,1.05084574793997,1.09115297678118,1.10446013608204,1.15124897585279,1.36903364538289,1.47604964739435,1.7438330743561,2.13022623130691
0.4,0.976513450640619,0.997191225300532,1.07682001915369,1.25129172379675,1.34473820508706,1.51284101454348,1.67697156357324,1.99369840476452,2.55212343785452
0.5,1.02693349295691,1.08184257847207,1.14080367479602,1.47678481458324,1.45132380183662,1.62494521500045,1.84636565746508,2.27449221120984,2.86928059042534
0.6,0.959982343535728,1.07404914514196,1.23209166239468,1.30129925319756,1.52273638454132,1.75449469392382,2.053285747439,2.46476914319629,3.28920246100141
0.7,1.01747229915232,1.05062164164375,1.19787869506853,1.40755101980626,1.5937653454733,1.92387118428973,2.22904645815207,2.7246069232831,3.67015022981626
0.8,0.971998192115376,1.69186405135995,1.30034421269937,1.45255888472632,1.66047427011684,2.01698459254678,2.43730137859269,2.95010972224745,4.11443209876036
0.9,1.01488471059121,1.14186819438977,1.29935441275582,1.47950519300891,1.78459348500066,2.11844751165861,2.59141058556605,3.21475939844025,4.41754829637813
1,1.037755020462,1.21438276959715,1.36751598956711,1.50886957477343,1.92894633433849,2.20386228061466,2.76728397014047,3.50136287890562,4.89445859304523
