model,k_factor,history_size,rider,premium,strike,expected_price,spend,overrun,profit,pct_return,premium_over_price
trip-specific,1,8,91,20.7717484392922,21.5456575634783,21.5456575634783,664.80679787922,28.4368805877495,-7.66513214845727,-1.1529864274718,3.12447894720023
trip-specific,1,8,92,21.6712972078111,21.5850243122297,21.5850243122297,642.117220240396,15.0259501751607,6.64534703265041,1.03491182344596,3.37497524201232
trip-specific,1,8,93,23.9708013322529,17.4458920463886,17.4458920463886,495.091834227646,3.21789782762378,20.7529035046291,4.19172809363825,4.84168787991583
trip-specific,1,8,94,22.9245886295381,21.7428293768397,21.7428293768397,644.863021216922,13.9686676362547,8.95592099328338,1.38880982450857,3.55495475399986
trip-specific,1,8,95,25.6678819574798,37.9650841250408,37.9650841250408,1124.89134287726,8.94864798103469,16.7192339764451,1.48629768397723,2.28180989390728
trip-specific,1,8,96,55.9809719141638,46.7523638884847,46.7523638884847,1425.80741459576,42.042144568752,13.9388273454118,0.977609402414537,3.92626460916779
trip-specific,1,8,97,20.8681827713278,13.5713918731586,13.5713918731586,394.51608055663,9.44940477563756,11.4187779956903,2.89437580835217,5.2895645576435
trip-specific,1,8,98,23.2456194232435,22.0213842830328,22.0213842830328,633.859739294901,10.3091022111903,12.9365172120533,2.04091164181585,3.66731281104898
trip-specific,1,8,99,16.2181501515691,16.2036931566801,16.2036931566801,507.8059681461,32.6545825415892,-16.4364323900201,-3.23675447337224,3.1937691104298
trip-specific,1,8,100,32.9820438078583,54.3436074855316,54.3436074855316,1612.64876125127,20.7281932886311,12.2538505192273,0.759858613584238,2.04520938473095
trip-specific,0.9,2,1,69.8272327884246,19.7708200768883,21.9675778632092,659.457612486463,66.3330101798158,3.49422260860884,0.529863109083537,10.5885854475382
trip-specific,0.9,2,2,221.326570571369,63.2369650691124,70.263294521236,2035.22109017259,138.112138099223,83.2144324721456,4.08871708700153,10.874817072213
trip-specific,0.9,2,3,62.165252175117,17.4793238565131,19.4214709516813,590.782768252058,66.4030525566634,-4.23780038154639,-0.717319564699681,10.5225229163411
trip-specific,0.9,2,4,78.7519028405106,22.8987914279248,25.4431015865831,849.678205394564,162.714462556819,-83.9625597163088,-9.88168923049159,9.26843860893674
trip-specific,0.9,2,5,25.814663623417,6.90222515452058,7.66913906057842,220.089694972749,15.1369174431716,10.6777461802454,4.85154299548985,11.7291559818888
trip-specific,0.9,2,6,72.8348315574631,21.1375970174079,23.486218908231,674.727330033021,43.9829619326096,28.8518696248535,4.27607840095072,10.7947059968504
trip-specific,0.9,2,7,54.5031722683731,14.8768588232165,16.5298431369072,485.303579755982,41.1457080510288,13.3574642173443,2.75239350677378,11.2307377365274
trip-specific,0.9,2,8,105.096079276512,30.4463549583084,33.8292832870094,987.669689188694,76.1831807465869,28.9128985299248,2.92738542514905,10.640812452475
trip-specific,0.9,2,9,51.1123756068903,14.2330454073775,15.8144948970861,474.196460577112,48.8497697732952,2.26260583359508,0.477145238672051,10.7787341020397
trip-specific,0.9,2,10,54.0162971141911,15.3130872331881,17.014541370209,541.652702235874,82.2600852402309,-28.2437881260399,-5.21437223694317,9.97249656305944
trip-specific,0.9,2,11,97.5447820021787,29.0025300028686,32.2250333365207,972.306001805736,102.230101719678,-4.6853197174994,-0.481877074583307,10.0323130599854
trip-specific,0.9,2,12,49.3146349915485,13.651679524574,15.1685328050822,493.592092977696,84.041707240477,-34.7270722489285,-7.03558114949335,9.99096940432084
trip-specific,0.9,2,13,61.7554672537702,17.7665079082204,19.7405643424671,606.048313770194,73.0530765235825,-11.2976092698123,-1.86414333859466,10.1898587704325
trip-specific,0.9,2,14,85.6409747616653,24.5354003323721,27.2615559248579,826.337444600877,90.2754346297125,-4.63445986804715,-0.56084350265473,10.3639227922232
trip-specific,0.9,2,15,36.8802754453679,9.06210980179296,10.0690108908811,303.066209464454,31.8573225509679,5.0229528944,1.65737807038139,12.169048971358
trip-specific,0.9,2,16,111.360625699239,30.360429431031,33.7338104789234,983.353276729689,74.7077708834541,36.6528548157848,3.72733336870348,11.3245797145852
trip-specific,0.9,2,17,70.385247672213,19.6691996804731,21.8546663116368,718.243377486556,128.301742597091,-57.9164949248779,-8.06363090009306,9.79963754326861
trip-specific,0.9,2,18,51.6424197332035,14.3948322571493,15.9942580634992,481.237943095987,49.3929753815086,2.24944435169493,0.467428718779611,10.7311612631723
trip-specific,0.9,2,19,40.6775753717982,9.46732811873489,10.519253465261,309.288496132862,32.7608722422404,7.91670312955786,2.55965004471329,13.151984597036
trip-specific,0.9,2,20,54.9930419270079,15.699104220971,17.4434491344122,567.768833471208,96.7957068420789,-41.802664915071,-7.36262056856822,9.68581554411734
trip-specific,0.9,2,21,66.6386795159432,19.0047845917105,21.1164273241227,585.493177488831,20.9055629074507,45.7331166084925,7.81104176220139,11.3816321142725
trip-specific,0.9,2,22,71.1544740423557,19.8974000676075,22.1082222973417,655.54373244801,59.9437208084848,11.2107532338708,1.71014574298594,10.854268070971
trip-specific,0.9,2,23,99.6924379941434,29.2581539279103,32.5090599199003,960.8268072974,83.5440548424388,16.1483831517046,1.68067575020378,10.3756928134173
trip-specific,0.9,2,24,60.8400912981088,17.4676898732378,19.4085443035976,586.460593688136,63.2449284853326,-2.40483718722381,-0.410059467440133,10.3741141268329
trip-specific,0.9,2,25,77.0263404557741,22.4636868766959,24.9596520852177,759.395733720482,85.4851274196031,-8.45878696382894,-1.11388391957209,10.1431094534073
trip-specific,0.9,2,26,57.2615158696367,16.4082318162899,18.2313686847666,560.820656326652,68.5737018379543,-11.3121859683176,-2.01707726716272,10.210307916384
trip-specific,0.9,2,27,71.812990998852,19.5933425290558,21.7703805878397,687.401299543805,99.6010236721322,-27.7880326732802,-4.04247601680732,10.4470257834122
trip-specific,0.9,2,28,91.9199247008095,26.4429118527349,29.3810131697054,813.924885882353,26.3811262413661,65.5387984594434,8.05219248068507,11.2934161733072
trip-specific,0.9,2,29,36.2369258205645,9.45051504046401,10.5005722671822,315.695175434064,34.7930360051652,1.44388981539929,0.457368350154232,11.478454103944
trip-specific,0.9,2,30,122.164988254401,35.0610138886377,38.9566820984863,1138.36988693696,90.960326498881,31.2046617555203,2.74117069623858,10.7315723699538
trip-specific,0.9,2,31,83.0829438729369,23.3117201804622,25.9019113116247,806.307274759688,110.82849411751,-27.7455502445729,-3.4410641095657,10.3041292660666
trip-specific,0.9,2,32,57.4535321721767,15.7136773926187,17.4596415473541,555.641873345395,84.2315515668333,-26.7780193946566,-4.81929470747626,10.3400292397443
trip-specific,0.9,2,33,71.7454154562717,20.9995948863102,23.3328832070114,694.487239194546,65.7607754056531,5.98464005061858,0.861735063348243,10.330703201902
trip-specific,0.9,2,34,65.2851211188949,18.9509443693353,21.056604854817,651.308065715851,82.7797346357924,-17.4946135168975,-2.68607352461836,10.0236930195452
trip-specific,0.9,2,35,80.2035815926644,21.9727853291204,24.4142059212449,735.30739548099,77.9721453123522,2.2314362803121,0.303469854108082,10.9074901307365
trip-specific,0.9,2,36,145.915345424129,43.1412706313444,47.9347451459383,1448.03037960001,153.792260659677,-7.87691523554767,-0.543974446014283,10.0768152022083
trip-specific,0.9,2,37,71.424911444132,20.1336806336511,22.3707562596124,701.133393370052,97.5723226930512,-26.1474112489192,-3.72930621992481,10.1870645613986
trip-specific,0.9,2,38,76.7411292374177,20.5721077593129,22.8578975103477,632.411097334958,24.1465536004929,52.5945756369248,8.31651687621603,12.1346904823164
trip-specific,0.9,2,39,52.6698959447741,15.1533276140077,16.8370306822307,493.789243461012,39.8270936382702,12.8428023065039,2.60086716682761,10.6664729218495
trip-specific,0.9,2,40,50.5230277268804,13.582690290132,15.0918781001467,452.154370808312,44.6736621043513,5.84936562252909,1.29366561514649,11.1738448168843
trip-specific,0.9,2,41,76.7218767837222,20.6866818516853,22.9852020574282,667.335355410812,48.6658658895771,28.0560108941451,4.20418469764333,11.4967498966831
trip-specific,0.9,2,42,99.8126166258066,28.543850392085,31.7153893245389,1013.95200037864,157.636488616089,-57.8238719902824,-5.70282143224623,9.84391929682408
trip-specific,0.9,2,43,79.6661703407654,23.6433013970868,26.270334885652,784.514156607704,75.2151146950996,4.4510556456658,0.567364604982081,10.1548416519656
trip-specific,0.9,2,44,96.5399332053126,28.4207417951782,31.5786019946425,910.627258565651,59.5425586892269,36.9973745160857,4.0628450519218,10.6014763227465
trip-specific,0.9,2,45,22.6176101428173,6.04754144226452,6.71949049140503,218.22544422899,37.2944918059635,-14.6768816631462,-6.7255593017583,10.3643322724018
trip-specific,0.9,2,46,198.294682777143,58.4557778094749,64.9508642327499,1847.75967493302,96.8527018428627,101.44198093428,5.48999863512862,10.7316273575637
trip-specific,0.9,2,47,67.827171506257,19.7734601290964,21.9705112545516,718.71200132422,125.508197451327,-57.6810259450699,-8.02561051419666,9.43732279150565
trip-specific,0.9,2,48,47.6013014624257,11.4275252144547,12.697250238283,391.585367769411,54.7278603278245,-7.12655886539885,-1.81992470913658,12.156047028411
trip-specific,0.9,2,49,35.6097437981539,9.41495802764871,10.4610644751652,302.768932162473,22.3119941022199,13.297749695934,4.39204564383709,11.7613599069818
trip-specific,0.9,2,50,40.5596187123694,11.5195305085967,12.7994783428852,405.453487249091,60.5962467765373,-20.0366280641678,-4.94178215116899,10.0035195128194
trip-specific,0.9,2,51,77.7598887273074,22.0744444487536,24.5271604986151,737.112000828445,75.3440813426451,2.4158073846623,0.327739526957526,10.5492636993988
trip-specific,0.9,2,52,60.5170088156746,13.9842564867222,15.5380627630246,449.247988601111,36.5616498817649,23.9553589339097,5.33232413761116,13.4707356184532
trip-specific,0.9,2,53,59.8921000208751,15.9794164723226,17.7549071914696,514.554422742881,36.0356539803413,23.8564460405338,4.63633096638541,11.6396045537058
trip-specific,0.9,2,54,120.679044061414,35.5025754080788,39.4473060089764,1180.17554908259,115.098286840223,5.58075722119081,0.472875177386028,10.2255163780697
trip-specific,0.9,2,55,55.8977342019044,10.8742824816912,12.0825360907681,309.649670094893,7.90651149808758,47.9912227038168,15.4985544435134,18.0519275815067
trip-specific,0.9,2,56,76.0994648369851,21.9413258638032,24.3792509597813,408.666449253121,0,76.0994648369851,18.6214123953812,18.6214123953812
trip-specific,0.9,2,57,75.9661001508229,21.8840583283185,24.3156203647984,761.989352320797,105.467602471242,-29.5015023204187,-3.87164233077086,9.96944378808606
trip-specific,0.9,2,58,58.9382772754319,15.668382964739,17.4093144052656,509.413969244461,39.3624803022894,19.5757969731425,3.84280725598797,11.5698196032681
trip-specific,0.9,2,59,71.8781114984607,20.9844400214348,23.3160444682608,724.177507421803,95.6684996998874,-23.7903882014267,-3.28515977886756,9.92548246276789
trip-specific,0.9,2,60,104.513018606073,31.1193576094818,34.5770640105354,1064.53639694915,130.955668664693,-26.4426500586198,-2.48395922717173,9.81770270190827
trip-specific,0.9,2,61,65.9323675905035,18.7290281950624,20.8100313278471,583.653848148979,31.2294749189708,34.7028926715327,5.94580037150285,11.2964846885879
trip-specific,0.9,2,62,23.8269932616191,6.7758616651854,7.52873518353934,228.02410800553,27.4109007154293,-3.58390745381025,-1.57172304505773,10.4493307615707
trip-specific,0.9,2,63,97.3714749244539,26.7089229700143,29.6765810777936,908.055374187716,106.787685087288,-9.41621016283455,-1.036964311924,10.7230767739859
trip-specific,0.9,2,64,76.8440327182076,22.2194032686867,24.6882258540963,736.98564195566,70.4035438950589,6.44048882314871,0.873896105500546,10.4268018728689
trip-specific,0.9,2,65,56.514115071569,16.1284584822555,17.9205094247283,514.161587399171,33.362350836159,23.15176423541,4.50281872524173,10.9915085950779
trip-specific,0.9,2,66,58.2159644975253,16.7906589915213,18.656287768357,615.197619666469,111.477849920829,-53.2618854233036,-8.65768717573708,9.46296972492958
trip-specific,0.9,2,67,60.2947913047336,16.9002983764436,18.7781093071596,589.530458991288,82.5215076979791,-22.2267163932455,-3.77024054554812,10.2275956034402
trip-specific,0.9,2,68,23.867869004576,6.41835121405359,7.13150134894843,208.81764158118,18.7422006541842,5.12566835039184,2.4546146156905,11.4300060204909
trip-specific,0.9,2,69,102.119706770817,29.596464612366,32.8849606804066,1145.20826762216,257.31432925118,-155.194622480363,-13.5516505484719,8.91712971849672
trip-specific,0.9,2,70,88.09786048468,25.913982452568,28.7933138361866,805.307256316798,35.7029918363071,52.3948686483728,6.50619601864873,10.9396580986504
trip-specific,0.9,2,71,85.2611200972718,23.889272709937,26.5436363443745,787.683014047978,76.0944464705197,9.16667362675206,1.16375159337811,10.8242933485523
trip-specific,0.9,2,72,102.95819676318,30.1748330993961,33.5275923326623,985.562744794509,81.7228565903631,21.2353401728166,2.1546411210221,10.4466404911284
trip-specific,0.9,2,73,102.186094338751,29.8216633199153,33.1351814665725,1028.30939528681,133.65949568935,-31.4734013505991,-3.06069374595384,9.93729074217489
trip-specific,0.9,2,74,79.7215951191841,22.6938102949299,25.2153447721444,714.92548094727,44.2756775247075,35.4459175944766,4.95798772586915,11.1510356315114
trip-specific,0.9,2,75,60.676751315406,17.1016324676129,19.0018138529033,658.416631569366,145.367657540977,-84.6909062255713,-12.8628139334371,9.21555568406288
trip-specific,0.9,2,76,76.3596568464407,21.6953764153514,24.1059737948349,751.76131930049,100.900026839948,-24.5403699935071,-3.26438317102319,10.1574336010654
trip-specific,0.9,2,77,68.4808163309109,19.9176253581548,22.1306948423942,643.167078138021,45.7247855856337,22.7560307452772,3.53812120035066,10.647438069928
trip-specific,0.9,2,78,128.613056560346,36.5339328460346,40.5932587178162,1232.7179218129,136.699936431865,-8.08687987151882,-0.656020305085352,10.4332916950863
trip-specific,0.9,2,79,28.3576034026897,5.8345138298331,6.482793144259,173.52415114315,5.66087163375392,22.6967317689358,13.0798690668782,16.3421651775124
trip-specific,0.9,2,80,55.7430723460422,15.9406749458324,17.7118610509249,589.630970415037,111.410722040064,-55.6676496940219,-9.44110002478972,9.45389152588187
trip-specific,0.9,2,81,69.735907232165,19.5250200079129,21.6944666754587,618.18756109822,34.4193433214326,35.3165639107324,5.71292050069593,11.2807037249792
trip-specific,0.9,2,82,25.1377308444861,6.78222631649452,7.53580701832724,249.139121198501,45.6723317036651,-20.5346008591789,-8.2422225623964,10.0898368443942
trip-specific,0.9,2,83,70.9400257113663,19.7132943310542,21.903660367838,615.535394391592,31.2285861198203,39.7114395915461,6.45152820672444,11.5249303870633
trip-specific,0.9,2,84,146.323150817159,43.3850761911791,48.2056402124212,1335.67027995055,38.1871600601791,108.13599075698,8.09600935052501,10.955035311752
trip-specific,0.9,2,85,30.1931142346254,8.07218992488652,8.96909991654058,267.253754985675,25.3316759076726,4.86143832695279,1.8190346201921,11.2975453745238
trip-specific,0.9,2,86,92.3552901303444,27.0272759503494,30.0303066114994,875.502985299142,69.3098218159879,23.0454683143565,2.63225468117419,10.5488264096311
trip-specific,0.9,2,87,55.9085504540476,14.9959172874727,16.6621303194141,505.058549123835,55.8144330786284,0.0941173754191311,0.0186349435293005,11.0697166795882
trip-specific,0.9,2,88,78.2917627836228,22.151299011343,24.6125544570478,717.554044136389,59.0413585053901,19.2504042782327,2.68278109997993,10.9109221003486
trip-specific,0.9,2,89,60.1032726921179,16.5398169709811,18.3775744122012,661.528903958966,172.877612377984,-112.774339685866,-17.0475302002618,9.08550969314049
trip-specific,0.9,2,90,55.3151381289677,14.7983910340546,16.4426567045051,489.666482333909,46.201647041462,9.11349108750564,1.86116293769338,11.2964926382786
trip-specific,0.9,2,91,61.4593172341938,16.8433996392518,18.7148884880575,560.941724431617,56.5521123695231,4.90720486467068,0.874815448902999,10.9564531496509
trip-specific,0.9,2,92,38.8327892028742,10.5284858399444,11.6983175999383,358.675418731606,42.8208435332727,-3.98805433039851,-1.11188392683881,10.8267216471649
trip-specific,0.9,2,93,76.5454387843418,18.9830617589584,21.0922908432871,646.005845045009,79.9696654952622,-3.42422671092048,-0.530061258297424,11.8490319199834
trip-specific,0.9,2,94,54.992435767293,15.792507460196,17.5472305113288,518.652344769042,44.8771209631631,10.11531480413,1.95030735060773,10.6029474891859
trip-specific,0.9,2,95,55.7441337472248,15.8343185633204,17.5936872925783,484.582136029379,14.9496147177093,40.7945190295155,8.41849420281605,11.5035469949402
trip-specific,0.9,2,96,37.4060810650045,9.83675739611029,10.9297304401225,349.127574525365,54.0248526420563,-16.6187715770518,-4.76008565053758,10.7141583175885
trip-specific,0.9,2,97,89.576279565483,26.2248383671437,29.1387092968263,887.978021966804,101.232870952493,-11.6565913870104,-1.31271169991256,10.0876685401603
trip-specific,0.9,2,98,49.1568693455766,13.9514658778954,15.5016287532171,506.007386593235,87.4634102563734,-38.3065409107968,-7.5703521185137,9.71465449872817
trip-specific,0.9,2,99,67.9185053871875,19.6704646811581,21.8560718679534,660.66495605261,70.551015617867,-2.6325102306795,-0.398463730603848,10.2803251125944
trip-specific,0.9,2,100,33.7007764946481,9.00073211008124,10.0008134556458,285.194310811456,18.262759357713,15.4380171369351,5.41315746902864,11.816777269771
trip-specific,0.9,4,1,105.331613620616,29.4475976510175,32.719552945575,996.98236541054,113.554435880015,-8.22282225939955,-0.824771083690486,10.565042800656
trip-specific,0.9,4,2,58.0521173586429,16.6884335264693,18.5427039182992,560.929469898815,61.642738775726,-3.59062141708305,-0.640119945513071,10.3492721409547
trip-specific,0.9,4,3,21.2120248112913,5.63088473441698,6.25653859379665,189.480216166448,21.880802425521,-0.668777614229693,-0.352953795261776,11.1948493834616
trip-specific,0.9,4,4,91.7545133042551,25.5822222185411,28.4246913539345,822.035145970146,57.6853907648448,34.0691225394103,4.1444849051074,11.1618723060762
trip-specific,0.9,4,5,68.5100493006514,19.9953560519364,22.2170622799294,645.157857007684,45.5588837155662,22.9511655850853,3.55744959714749,10.6191141526833
trip-specific,0.9,4,6,77.6697601159343,22.5300141517402,25.0333490574891,728.38436595798,52.6877958351433,24.981964280791,3.42977766250301,10.6632931383394
trip-specific,0.9,4,7,146.091511452148,41.6675580089424,46.2972866766027,1400.26322169973,150.236481431459,-4.14496997931104,-0.29601362908608,10.4331463676389
trip-specific,0.9,4,8,110.411062496481,30.3178173171771,33.6864636857523,1054.0971436554,144.845651280834,-34.4345887843529,-3.26673769980446,10.4744674777884
trip-specific,0.9,4,9,40.8729374673758,11.5764209143018,12.8626899047798,377.527457222542,31.3513632559837,9.52157421139204,2.52208787181785,10.8264807460832
trip-specific,0.9,4,10,53.1719697909089,14.7913391658329,16.4348212953699,541.625814218917,99.0131175533659,-45.841147762457,-8.46361945073923,9.81710405874739
trip-specific,0.9,4,11,50.2116377585975,13.1351802652615,14.5946447391795,456.061227742615,62.0058197847693,-11.7941820261718,-2.58609618812588,11.0098457628446
trip-specific,0.9,4,12,60.630204691672,17.1425039021789,19.0472265579766,584.709718706956,70.4346016415887,-9.80439694991669,-1.6767973297243,10.3692828683866
trip-specific,0.9,4,13,80.2713559855988,21.7890981044972,24.2101090049969,740.453695829502,86.7807526945857,-6.50939670898681,-0.879109219881006,10.8408339964694
trip-specific,0.9,4,14,112.714090652084,33.3876212111849,37.0973569013165,1081.72960016003,80.9459336583038,31.7681569937799,2.93679279822611,10.4198027525001
trip-specific,0.9,4,15,65.2374168180791,17.2836322615932,19.2040358462147,585.764245441738,67.3374203492024,-2.10000353112329,-0.358506608668071,11.1371455881337
trip-specific,0.9,4,16,86.7231281265054,24.0726702419736,26.7474113799707,800.476749083597,78.2966418243888,8.42648630211662,1.05268345542371,10.833934680275
trip-specific,0.9,4,17,91.8930014930178,26.1949690979888,29.1055212199876,855.821806412075,70.7674034968222,21.1255979961956,2.46845755014843,10.7373989310073
trip-specific,0.9,4,18,58.4950622298623,16.1752011583821,17.9724457315357,546.37413552908,61.3712128302313,-2.87615060036895,-0.526406799542925,10.7060452583867
trip-specific,0.9,4,19,36.0097697446819,10.4328229710929,11.5920255234366,369.493343642715,56.6079715651567,-20.5982018204748,-5.57471526209481,9.745715413889
trip-specific,0.9,4,20,51.3398426362346,14.3802196665884,15.9780218517649,483.645708188099,53.1655580092714,-1.82571537303683,-0.377490245881965,10.6151758957132
trip-specific,0.9,4,21,80.5355507082961,23.3110492638098,25.9011658486776,795.769445766561,96.4379678522655,-15.9024171439694,-1.99836990834081,10.1204627969495
trip-specific,0.9,4,22,118.056465846272,32.8316841118029,36.4796490131143,1065.0651758362,80.4546346286537,37.6018312176182,3.53047231950818,11.0844358190177
trip-specific,0.9,4,23,63.0793777395411,18.1174472045619,20.1304968939577,652.631756036863,109.108339900005,-46.0289621604636,-7.05282293340683,9.66538590193551
trip-specific,0.9,4,24,56.5646149202432,15.7843347487437,17.5381497208263,543.898083316018,70.3680408537073,-13.8034259334641,-2.53786993499,10.3998555345851
trip-specific,0.9,4,25,48.1475711686823,13.0159146838051,14.4621274264501,440.347392977359,49.8699524632051,-1.72238129452278,-0.391141476477717,10.9339970978681
trip-specific,0.9,4,26,69.4368949613539,19.8413038533062,22.0458931703402,701.43292848895,106.193812889763,-36.7569179284095,-5.24026124744279,9.89929216909408
trip-specific,0.9,4,27,47.2389271747026,13.6863600472861,15.2070667192068,464.017736667853,53.4269352492697,-6.18800807456714,-1.33357145332497,10.1804141182035
trip-specific,0.9,4,28,55.22023430939,15.5076511287987,17.230723476443,523.191834568675,58.3225399925485,-3.10230568315851,-0.592957588054883,10.5544908503617
trip-specific,0.9,4,29,33.8603239497822,9.7472753996825,10.8303059996472,325.144845766569,34.1837117802585,-0.323387830476307,-0.0994596207465261,10.4139199469554
trip-specific,0.9,4,30,60.6661161650561,17.3256445472431,19.2507161636035,573.012418656538,54.502128793773,6.16398737128306,1.07571619228339,10.5872253706632
trip-specific,0.9,4,31,119.76071961866,34.5688142456921,38.4097936063245,1100.74509439306,69.7947203375451,49.9659992811151,4.53928884494971,10.8799685075767
trip-specific,0.9,4,32,76.7389339692183,22.0229814083735,24.4699793426372,769.341739192408,108.652296941203,-31.9133629719844,-4.14813877191746,9.97462246748403
trip-specific,0.9,4,33,69.3198822479996,19.9061758782475,22.1179731980528,657.356510916024,60.171234568598,9.14864767940156,1.39173302880243,10.5452492060058
trip-specific,0.9,4,34,108.254003294606,32.1227135870548,35.6919039856164,1046.19182048495,82.5104128733079,25.7435904212978,2.46069505775381,10.3474335370378
trip-specific,0.9,4,35,48.7446600699539,13.8218356437875,15.3575951597638,422.912008468315,16.4503920025195,32.2942680674345,7.63616719808844,11.525957904694
trip-specific,0.9,4,36,62.2256246854285,16.7426916114305,18.6029906793672,595.107945290472,92.8271969475578,-30.6015722621293,-5.14218848938283,10.4561912133531
trip-specific,0.9,4,37,110.644568798047,32.7263837990729,36.3626486656366,1078.33176005344,97.3277578253409,13.3168109727066,1.23494563232067,10.2607168681152
trip-specific,0.9,4,38,51.9842566650909,14.7242358492719,16.3602620547465,510.510338944384,69.7443913442039,-17.760134679113,-3.47889813864237,10.1828019335675
trip-specific,0.9,4,39,49.1039341663791,13.2553989230692,14.7282210256324,467.538819296544,69.8768516044683,-20.7729174380892,-4.44303586798291,10.5026432329749
trip-specific,0.9,4,40,88.2619462503678,25.1599410655613,27.9554900728459,821.163982014474,67.0560196704418,21.205926579926,2.58242288317417,10.7483947400913
trip-specific,0.9,4,41,58.7731682510508,16.400158202617,18.2223980029078,548.397890784181,56.3931447056697,2.38002354538106,0.433995751146627,10.7172491431373
trip-specific,0.9,4,42,72.7015018658535,20.774044144776,23.0822712719734,559.299846188829,1.85580357351236,70.8456982923411,12.666854599567,12.9986629464061
trip-specific,0.9,4,43,235.166970556087,50.1955889027842,55.7728765586491,1447.01619849644,15.7830992898349,219.383871266252,15.1611206214698,16.2518547339306
trip-specific,0.9,4,44,85.7125706740613,24.83277038437,27.5919670937445,779.148710991684,43.304045397024,42.4085252770374,5.44293081394702,11.0007973400826
trip-specific,0.9,4,45,62.6324544427861,17.7976649367639,19.775183263071,608.987765976588,75.1747625764408,-12.5423081336547,-2.05953367774828,10.2846818839369
trip-specific,0.9,4,46,67.6404829910428,18.9404705303407,21.0449672559341,612.830957210046,45.9224415547559,21.7180414362869,3.54388778516668,11.0373802425029
trip-specific,0.9,4,47,79.2254506455194,22.5346924672799,25.0385471858665,812.911709968116,136.936052725482,-57.7106020799628,-7.09924600326231,9.74588625973008
trip-specific,0.9,4,48,59.9566924029417,16.374803219785,18.1942257997611,559.617544036116,70.6800372810797,-10.723344878138,-1.91619169063183,10.713869327705
trip-specific,0.9,4,49,16.9201651122469,4.30063371216706,4.77848190240785,135.173870939884,11.9966799756855,4.92348513656143,3.64233494411879,12.5173341523761
trip-specific,0.9,4,50,95.7505909224678,25.5006890541076,28.3340989490084,826.675592470218,62.2257877748565,33.5248031476113,4.05537594831301,11.5826077114908
trip-specific,0.9,4,51,82.5819288579577,24.0635228838753,26.7372476487503,796.910600480545,75.004913964286,7.57701489367163,0.950798607660962,10.3627594874707
trip-specific,0.9,4,52,86.1076865073052,25.2188364192312,28.0209293547013,835.29526218605,79.3539526427313,6.75373386457392,0.808544495619278,10.3086525693864
trip-specific,0.9,4,53,35.7205017846177,9.08395610138176,10.0932845570908,311.735263894374,40.43383876345,-4.71333697883225,-1.51196785373287,11.4586015513218
trip-specific,0.9,4,54,79.4727673270911,22.8260326180388,25.3622584644876,773.652085111942,89.7312119309759,-10.2584446038848,-1.32597646943593,10.2724168727073
trip-specific,0.9,4,55,63.1674580116417,14.0811148333644,15.6456831481827,452.956373519096,38.4712765372367,24.6961814744051,5.45222076963752,13.945594256878
trip-specific,0.9,4,56,66.3833829044608,18.6204448484975,20.6893831649973,604.463704980804,46.3292441300027,20.0541387744582,3.31767459472112,10.9821950197273
trip-specific,0.9,4,57,53.8764844120308,15.0906504750014,16.7673894166683,526.258115764615,73.5386015145718,-19.6621171025411,-3.73621166373338,10.2376538808816
trip-specific,0.9,4,58,46.5217236239995,13.2982023007336,14.7757803341484,437.651779630246,38.7628228255758,7.75890079842372,1.77284799458119,10.6298490693455
trip-specific,0.9,4,59,70.5044262147005,19.984918232644,22.2054647029377,688.210932876353,90.28967838849,-19.7852521737895,-2.87488199164429,10.2445954934238
trip-specific,0.9,4,60,59.1653592727193,16.8560644857656,18.7289605397396,605.646882225921,103.389955821619,-44.2245965488994,-7.30204312888753,9.76895300034735
trip-specific,0.9,4,61,86.8844659687096,24.9155043370502,27.6838937078336,819.387948506627,71.92281839512,14.9616475735895,1.82595406740578,10.6035811396861
trip-specific,0.9,4,62,51.3319440816361,10.2646071271885,11.4051190302095,320.618861093565,16.3082606899678,35.0236833916683,10.9237751242112,16.010269610014
trip-specific,0.9,4,63,77.1596624411178,22.6270869500683,25.1412077222981,755.136286924144,76.6783679228793,0.481294518238556,0.0637361131457459,10.2179783672439
trip-specific,0.9,4,64,96.917013888892,23.2904058145545,25.8782286828383,761.381093879733,73.1516245855362,23.7653893033558,3.12135269635547,12.7291069699455
trip-specific,0.9,4,65,33.2732245064035,8.56810168182661,9.52011297980734,306.632729537092,49.5896790822935,-16.31645457589,-5.3211718789844,10.8511653523205
trip-specific,0.9,4,66,92.4915283950334,26.5876044339442,29.5417827043825,879.523201009591,82.374279095606,10.1172492994274,1.15031067831002,10.5160987554238
trip-specific,0.9,4,67,86.73253019533,25.4203392736686,28.2448214151873,952.259318337563,189.649140127506,-102.916609932176,-10.8076243466796,9.10807891559897
trip-specific,0.9,4,68,25.0644996320949,6.0223629371214,6.69151437457933,274.36722923431,93.6963411206685,-68.6318414885735,-25.0145914583559,9.13538388022636
trip-specific,0.9,4,69,78.5143324978937,22.1140311206554,24.5711456896171,713.534447525508,52.8242469608487,25.690085537045,3.60039877908299,11.0035798229751
trip-specific,0.9,4,70,56.2856264781142,16.1640131185765,17.9600145761961,539.21011162513,54.2897180678335,1.99590841028061,0.37015411381384,10.4385331922791
trip-specific,0.9,4,71,68.4029869848743,19.078809065542,21.1986767394911,611.015851170146,43.2620547036481,25.1409322812262,4.11461212226807,11.1949611215285
