model,k_factor,history_size,rider,premium,strike,expected_price,spend,overrun,profit,pct_return,premium_over_price
trip-specific,1,4,51,23.0226660783822,26.7372476487503,26.7372476487503,796.910600480545,13.650253494854,9.37241258352823,1.17609335073176,2.88898981447848
trip-specific,1,4,52,22.1883844861852,28.0209293547013,28.0209293547013,835.29526218605,8.8620294239653,13.3263550622199,1.59540651856968,2.65635224939695
trip-specific,1,4,53,15.7594984175692,10.0932845570908,10.0932845570908,311.735263894374,19.6067859692494,-3.84728755168014,-1.23415217887692,5.05541087033036
trip-specific,1,4,54,24.512794786983,25.3622584644876,25.3622584644876,773.652085111942,27.132677469084,-2.61988268210101,-0.338638353404287,3.16845197714889
trip-specific,1,4,55,33.8353483386541,15.6456831481827,15.6456831481827,452.956373519096,8.27725781519579,25.5580905234583,5.64250599343445,7.46989121176979
trip-specific,1,4,56,23.0270191759612,20.6893831649973,20.6893831649973,604.463704980804,10.9104820157186,12.1165371602425,2.00451028910451,3.80949575404076
trip-specific,1,4,57,18.3465197424878,16.7673894166683,16.7673894166683,526.258115764615,28.0643127291326,-9.71779298664485,-1.84658301611664,3.48622077130945
trip-specific,1,4,58,14.808597006826,14.7757803341484,14.7757803341484,437.651779630246,6.54742265255679,8.26117435426925,1.88761356374439,3.3836483012447
trip-specific,1,4,59,22.9674160310128,22.2054647029377,22.2054647029377,688.210932876353,32.4569787813021,-9.48956275028936,-1.37887416444084,3.33726404708819
trip-specific,1,4,60,19.0473568172074,18.7289605397396,18.7289605397396,605.646882225921,55.532539330654,-36.4851825134466,-6.02416747847416,3.14496076446444
trip-specific,1,4,61,27.202311904257,27.6838937078336,27.6838937078336,819.387948506627,7.50390567806137,19.6984062261956,2.40403904671736,3.31983304780531
trip-specific,1,4,62,30.9864095287995,11.4051190302095,11.4051190302095,320.618861093565,3.4041363370446,27.5822731917549,8.60282302097808,9.66456228529764
trip-specific,1,4,63,20.5733138867132,25.1412077222981,25.1412077222981,755.136286924144,16.698563378521,3.87475050819223,0.513119363390024,2.72445043933902
trip-specific,1,4,64,47.1975756563561,25.8782286828383,25.8782286828383,761.381093879733,29.1029560685342,18.0946195878219,2.37655225921332,6.19894242656509
trip-specific,1,4,65,14.6482872279572,9.52011297980734,9.52011297980734,306.632729537092,22.1053621677869,-7.45707493982973,-2.43192399946585,4.77714406093276
trip-specific,1,4,66,27.4865519864723,29.5417827043825,29.5417827043825,879.523201009591,17.9479719319092,9.53858005456316,1.08451716152729,3.12516508432307
trip-specific,1,4,67,22.7161142464771,28.2448214151873,28.2448214151873,952.259318337563,111.365203082072,-88.6490888355945,-9.30934327745477,2.38549666136473
trip-specific,1,4,68,12.544891778626,6.69151437457933,6.69151437457933,274.36722923431,73.6217979969305,-61.0769062183045,-22.261006312144,4.57229961961407
trip-specific,1,4,69,25.9313693288543,24.5711456896171,24.5711456896171,713.534447525508,11.0273939370671,14.9039753917872,2.08875345030268,3.63421407596825
trip-specific,1,4,70,17.3473961622559,17.9600145761961,17.9600145761961,539.21011162513,10.7636649132676,6.58373124898829,1.22099550936564,3.21718673078524
trip-specific,1,4,71,24.0690617732643,21.1986767394911,21.1986767394911,611.015851170146,7.36116376876933,16.707898004495,2.73444591862846,3.93918778492736
trip-specific,1,4,72,25.2899268799172,28.3029607653785,28.3029607653785,821.627971743559,13.8625846203783,11.4273422595388,1.39081709149813,3.07802652169326
trip-specific,1,4,73,13.91911903611,11.449033148089,11.449033148089,390.906462527744,50.7824763655037,-36.8633573293936,-9.43022458391239,3.56072881121072
trip-specific,1,4,74,32.8384816436182,35.951328229975,35.951328229975,1086.73141869572,22.7247998592696,10.1136817843486,0.930651457237428,3.0217661032595
trip-specific,1,4,75,22.2279976624917,24.4253163440124,24.4253163440124,718.709119330984,20.2624525304275,1.9655451320642,0.273482703808439,3.09276688783117
trip-specific,1,4,76,23.7340114012431,22.9956496452191,22.9956496452191,690.148149588383,22.7091892509027,1.02482215034037,0.148493066445458,3.43897341685238
trip-specific,1,4,77,16.9234381610601,13.2468966553664,13.2468966553664,448.498438533295,51.7382056580323,-34.8147674969722,-7.76251699132453,3.77335497898367
trip-specific,1,4,78,16.6768259841209,15.7312768296879,15.7312768296879,493.419662391589,28.1238149127226,-11.4469889286016,-2.31992962605471,3.37984625567796
trip-specific,1,4,79,26.8971840095579,20.2461178293287,20.2461178293287,553.341423576547,1.3434688708401,25.5537151387178,4.6180737696358,4.86086579886009
trip-specific,1,4,80,25.541675399163,25.9791747641376,25.9791747641376,771.190173334728,13.7762660270669,11.7654093720961,1.5256171277729,3.31198143886058
trip-specific,1,4,81,16.607747546693,10.7311210025616,10.7311210025616,328.183564872525,14.6457818181949,1.96196572849804,0.597825710516649,5.06050555979055
