tripID,premium_trip,eta_min,distance_km,duration,distance,real_price,strike,premium_pop
13896,0.240805123345843,16.2576214883223,12.231514,891.23,12231.514,18.7830509333333,19.2182252613799,1.1148548791057
13910,1.30254373618914,9.16157887893326,4.700911,44.15,4700.911,7.62892823333333,10.2409093524693,0.416007476443946
13914,0.520758075760959,36.9294670162895,14.619065,1941.49,14619.065,26.3581901666667,27.7752932750498,1.52076973354755
13966,0.931693199041274,24.9569139148244,30.021103,1518.12,30021.103,38.0326127,37.9256360135956,1.08626409539111
13979,0.396789876791731,18.0024392406231,11.830964,966.83,11830.964,18.8131559333333,19.3986237645932,0.930220996476805
14028,0.430045275499032,24.6611238250845,28.246227,2466.89,28246.227,41.3372026333333,36.2365526857762,1.30953780985511
14047,0.117294124967393,5.62500965584492,3.297193,322.37,3297.193,7.80305203333333,7.88122669331193,0.627154867885082
14069,0.254744008089807,15.6088220656063,14.174966,1091.51,14174.966,21.5669377333333,20.7662042403379,0.773208449924192
14077,0.378822039024588,29.2666373678424,21.335839,1597.7,21335.839,30.6270384333333,31.4449126840311,1.36829038101015
14081,0.216625393856869,13.6513013401036,13.166355,1006.08,13166.355,20.2177995,19.2516229154321,0.930220996476805
14082,0.780945773598899,47.7884393331779,28.832281,2540.86,28832.281,42.2468295666667,43.9334690932851,1.63060265650121
14100,0.534849639744054,26.6422119403477,14.019681,1259.38,14019.681,22.2945095666667,24.0467986015078,1.19653522767009
14126,0.355688359015419,20.8804912448145,11.390617,1264.01,11390.617,19.9522736333333,19.8945075858925,1.15641643721483
14133,0.555606881985065,27.5221218880332,20.279282,1980.61,20279.282,31.6545054666667,29.9532115852903,1.03433030556419
14139,0.785780436099743,36.5983794530126,20.62756,2824.37,20627.56,36.3273823333333,33.0803016304339,1.3567434202899
14147,0.317146968985594,12.8125984597038,6.580781,707.33,6580.781,12.7472412333333,13.0646084225082,0.803150107035793
14150,0.218794774699465,12.7627482981565,12.172174,1074.34,12172.174,19.6757132666667,18.0814085724285,0.987644473590395
14194,0.275596867537986,24.1130090858094,13.27032,1559.23,13270.32,23.1693096666667,22.5883208166009,1.14959386181737
14195,0.51673720525527,26.4135628165669,18.262864,1885.66,18262.864,29.3491542666667,27.7947820731357,1.07168270802085
14207,0.20966727914952,12.78024192951,13.402106,911.11,13402.106,19.9392970666667,19.1937703981481,0.921725649612629
