tripID,realized_secs,simulated_secs
1131,1879.34,2105.67370851039
1172,410.97,450.080012903201
1186,1549.79,1749.05881800052
1206,894.13,1610.06767780688
1235,1979.05,1910.07161837329
1239,1708,1178.72955122209
1241,1042.51,986.977918229368
1258,1613.44,1961.63360009371
1296,1445.7,1410.95439053788
1303,3017.11,2998.04204694667
1315,692.5,686.042957277929
1321,2481.38,2173.24674751122
1322,1333.83,1184.72698514673
1329,916.89,1091.24607392525
1336,859.35,1087.14015579611
1343,1499.77,1323.61450100719
1379,1110.41,966.384253406475
1382,2534.8,2199.87454282502
1390,2461.82,2033.9994555679
1398,2327.63,1520.76709045613
1399,1333.03,1210.54596806919
1411,1352.4,1311.19351023437
1438,990.93,877.352304802196
1455,1666.96,1341.0680166114
1456,745.96,815.982968916039
1462,1940.61,1767.60797675692
1469,765.33,818.03755841427
1482,158.83,165.06886079535
1485,1643.9,1700.94718125867
1508,1058.29,1073.37288859511
1521,1289.1,1643.59978647202
1524,1438.94,1392.27526704575
1525,2794.87,1930.6775061897
1527,2339.7,2034.62064892518
1546,1425.86,1511.7093691705
1552,1502.33,1770.1671517476
1560,1066.13,1070.22618782143
1617,1240.24,1254.82850836214
1622,1530.54,1736.43952626844
1628,694.29,831.576499620622
1651,1689.68,1671.1707845965
1664,1910.14,1726.77475456001
1666,768.13,1035.21782823362
1684,1571.04,1223.15834717183
1685,1111.02,739.55475741322
1686,2465.47,1779.62096434256
1695,760.97,745.823820071556
1705,1817.5,1153.91657619208
1710,1674.04,1802.34176841461
1713,537.68,540.15588226226
1725,1301.98,1652.15754165675
1728,263.94,217.706909331012
1751,915.78,1098.43998821732
1757,1096.56,1206.55358199902
1764,825.79,1174.95212803385
1773,1271.87,1140.22296721239
1803,1087.29,978.757781273517
1804,787.24,804.384161314815
1811,2256.39,1931.13579461609
1826,726.22,567.575416573553
1840,1313.5,1113.95607402748
1857,109.87,125.479514107124
1859,949.21,931.980497197461
1867,1079.59,1243.93110789148
1938,117.72,224.670249117249
1953,1062.91,1249.05594533659
1956,927.05,1310.17255877716
1963,1106.76,1301.48305962291
1995,1149.52,1225.85296678465
2004,2702.8,2806.19435730865
2010,745.56,791.048567181544
2044,2789.22,2518.01646573528
2058,626.07,703.675413635558
2067,1439.03,2005.74773958045
2078,4514.44,4698.66019124533
2091,267.31,296.599973020704
2099,826.57,1098.68937891556
2108,1841.32,1694.31580206434
2113,1172.93,1400.24066884972
2131,162.44,260.182591853875
2134,2885.16,2067.13081407142
2144,1694.61,1758.42404587683
2178,938.67,920.83061504298
2180,548.41,584.799572853113
2183,3285.41,3473.40376064398
2193,2405.09,2514.16618755866
2199,2495.28,2437.7107402707
2203,780.25,808.217642425743
2204,1859.6,1630.93100659215
2207,1753.65,1581.90207850339
2214,1321.5,1491.10235461259
2228,982.87,1252.48068218826
2236,1561.7,1344.17103918185
2238,1023.38,1113.15871053887
2242,2735.74,2564.35115759761
2291,2951.25,3010.69464240788
2293,2227.5,2448.86816990273
2294,926.27,848.736093778229
