tripID,realized_secs,independent_secs,first_secs,second_secs,full_secs,population_secs
14147,707.33,733.161540366856,738.812379164094,739.793627211422,742.9175158904,638.578848561741
14150,1074.34,783.3664206879,778.998857356789,778.377129208754,781.330512834552,1413.21804914168
14194,1559.23,1504.65552198559,1496.05826015127,1489.59395107547,1509.01290608866,1355.64437846658
14195,1885.66,1742.18513965363,1709.26575590304,1742.82238102251,1738.94101747522,2396.26104126239
14207,883.36,1259.31132033253,1186.52182913182,1439.38479450263,1654.73105452276,743.878551124305
14209,1073.79,1350.83043433817,1341.06850853405,1337.94107677747,1381.80050783765,1288.27822259
14231,745.92,865.368275324873,860.816466050573,858.903131097154,864.523181134867,892.238861434829
14235,2711.29,1816.54922296948,1822.05783967873,1814.92509338726,1823.31466115835,2268.52378092859
14240,625.52,795.403106311388,798.331056259685,793.091738479868,795.014643169635,658.694925316151
14241,1729.78,1686.05008351099,1680.32542748319,1689.00820874743,1688.80116468647,1701.37634923786
14243,1873.31,2028.01046852468,2118.50950949564,2108.48288009765,2059.74359331699,1590.52802542064
14268,1295.1,1110.17837136423,1100.2807016709,1106.28915046264,1105.60477177774,1684.14795134487
14340,308.74,396.921661774848,399.68936529531,398.108273120088,390.81145594892,252.049606794418
14341,682.19,696.085652547339,691.500916971267,693.892481955553,692.666788528953,785.846535026061
14372,1409.52,1454.72425015429,1460.52503855264,1465.2562166602,1463.25474084694,1401.48176428477
14376,1090.25,1088.78851297655,1091.20370941301,1085.89476373885,1091.79407015426,950.990536619211
14386,1062.35,822.292033894186,821.475412941413,826.325400735916,828.776981465117,1043.7209595137
14396,979.72,789.676972205283,789.973796794718,786.732371318005,788.752573280809,1125.96093440026
14408,1695.49,1628.2804913861,1623.45426623218,1631.51317599205,1634.90479895886,1635.24912277056
14419,2932.29,2673.79911357171,2688.84989728558,2695.18397965665,2688.48380750556,2490.57386501194
14423,318.89,274.549341751656,275.119225095908,273.483287632808,274.980440622472,298.941405173844
14427,1609.3,2078.32239320799,2072.731579241,2119.99966532656,2086.35441129394,1650.93946995184
14455,1665.37,1331.84470155519,1340.53769455217,1343.08993486013,1328.2361289577,1592.09900496387
14471,1020.14,1466.33488787203,1667.92827516964,1652.48009246115,1363.86173153037,1013.16178977328
14478,855.41,823.125543455262,824.640316319264,825.542619977866,827.617813878021,1192.54741262543
14491,1907.99,1770.99814798697,1769.95360213659,1771.57805725668,1771.78841376818,2529.84734131398
14500,1921.39,1095.08664733364,1077.18467136734,1090.93024181654,1083.82268187211,1299.66929541616
14502,635.19,569.42700290061,570.457685236566,567.693290688605,570.517089681513,909.322927106674
14520,493.83,477.453240168466,477.442759368036,478.686302661502,479.389962818254,447.403371984137
14523,650.17,632.284419594932,630.026684457039,631.112479394956,631.490144373904,637.564187311485
14527,968.29,998.775848565746,999.879709728091,998.384087156746,995.895074478537,1069.66192641435
14532,1063.43,1090.92018256813,1091.30255130987,1092.86179620588,1090.34515267216,909.135291756471
14538,1921.31,1850.84428085993,1861.66926505231,1861.70006337757,1856.22925198669,2313.41472608576
14549,280.49,401.698502904246,403.708376484863,403.857190797092,403.141457208309,272.372722372142
14560,1801.97,1862.31496321833,1865.64219077768,1861.49475897782,1860.45370094325,1630.0574350479
14563,920.01,1182.51292221856,1185.48310883061,1181.70479240098,1182.88562452588,1078.28766923729
14569,1761.67,1143.06780350825,1147.24615714091,1137.81827584919,1147.90402543618,1953.44062553774
14572,1376.65,1675.43079879488,1657.58918323865,1660.34278725177,1649.90437506699,1355.70104003837
14573,2028.39,2263.84666668169,2260.65099477824,2265.38883000306,2253.89650970574,1986.63269157005
14581,1641.91,1728.18392033856,1725.4235600067,1714.78351698943,1721.46966382039,1287.5887465134
14594,1184.67,1231.09805168461,1234.80123454604,1221.05014825958,1207.29330587296,767.13476634413
14614,391.54,404.379547229214,405.55581671956,404.956466455848,409.457302515626,402.696156723111
14644,1614.95,1598.18643177371,1614.52363727875,1605.23889953603,1605.47850736509,1284.89062506061
14668,2559.07,2576.19839620002,2582.78595262498,2572.28522650578,2577.00995957913,2910.39261800729
14670,1755.73,1277.19708047612,1278.60100859596,1274.0780889703,1267.29725467614,1375.43438253985
14673,1350.73,1359.16673916828,1362.82702388789,1361.01534548585,1362.22418968982,1450.66286436092
14674,1220.69,1473.86017206346,1486.76882049525,1483.4863215386,1497.41468997056,1250.74157789639
14690,1985.4,2101.45840882773,2107.13315946087,2114.3706737371,2107.88327580494,1696.44714947264
14713,2187.12,2290.70562265507,2288.0317625427,2280.93225298378,2300.0557492704,2056.31206127758
14722,1015.05,1019.82886125006,1023.62562346605,1029.36764274894,1022.20293018169,920.244081982647
14725,801.34,837.270050206877,838.529818287019,834.970671930453,836.856522725914,797.311980164903
14736,592.37,638.259444608296,638.311280454029,638.930437669525,638.042463024754,620.902378498738
14756,1095.71,990.334711497989,993.900297066439,979.370897042347,985.472315282056,1326.41903955703
14758,1328.17,1218.27553391446,1221.87270466349,1203.12985166108,1226.14449904718,1373.81131053519
14764,1905.4,1972.00323089277,1973.73412415427,1981.05537701878,1976.39947638285,1802.3856015409
14805,1513.77,1540.32960362115,1517.92436614129,1531.11789905951,1562.67009172296,1782.0693255814
14809,1308.62,1540.20605027252,1542.11455522057,1543.44035617683,1541.50930425121,1317.72478940416
14829,2006.91,1751.52921752887,1750.46500370622,1747.00814716446,1751.86151112971,1895.86310907667
14840,344.51,418.994845879875,421.436787929466,417.891377763767,423.525583538523,400.135269170058
14846,1670.27,1219.88837216306,1216.87570485257,1212.41957992073,1214.81715758857,1992.54310048653
14851,2428.5,2250.93961552749,2267.72989451113,2254.28640194227,2259.40011028655,2112.69349656281
14869,2343,2079.94922459333,2077.39735808921,2080.48948418093,2053.94455150519,2331.96143443243
14898,11.32,5.55811853521062,5.55713718490203,5.54215440811626,5.52597947482647,11.32
14910,1172.43,1238.25789516263,1234.46007912723,1234.4424978017,1232.42254811299,1073.57651554975
14914,1491.26,1511.54006819094,1510.88119742459,1516.7225028148,1516.86311682635,1643.53725311584
14918,1525.17,1650.68125129404,1647.55263771306,1652.64608925429,1645.17379985922,1662.4708676519
14945,1628.06,1727.32138903482,1733.72901995185,1733.52384851622,1731.08057466147,1644.25904895881
14958,1481.4,1682.45453659034,1673.38194817785,1679.38176412326,1681.56388449057,1573.64522839306
14972,1223.62,1276.29495940342,1279.9630765069,1269.43560915699,1257.12304482766,1043.99305642753
14982,746.02,690.904134814044,691.709609419655,691.939427635351,686.342204233304,869.785167473
14984,1662.04,2072.10860910955,2062.2093658197,2075.18245807842,2054.42248867378,2201.75288505757
15000,3125.44,3319.51633403232,3298.87154352517,3322.38218448958,3306.37841507235,2541.06115960044
15018,1114.98,1565.39850902476,1567.98822438437,1574.18961506544,1567.9683961036,626.500725710713
15021,1647.34,1866.48553067396,1864.05379277785,1871.63525915817,1869.80361016829,1685.49597058879
15031,1694.56,2172.10892056808,2179.5433670184,2180.48405995579,2159.17034829835,1578.82840084427
15033,1522.76,1640.81894870603,1627.88985816172,1624.00805143181,1621.38612859696,1439.53336388263
15034,863.78,992.667098339015,997.901073909556,1000.74120145501,998.011919545417,869.146663264465
15041,1112.8,1210.70177842281,1209.06076009594,1212.92703639694,1214.12816576505,1405.11939649002
15057,1454.71,1609.98767919367,1617.63631267999,1618.62777469595,1622.36225833391,1522.42269714211
15066,1731.51,1268.79688420297,1264.91327498086,1272.43313215829,1270.73784357626,1923.51691703757
15076,1710.93,2265.49112091237,2253.18544338399,2248.64569642261,2234.13753649034,1601.76368236112
15077,1856.51,1502.21590791947,1504.35161660565,1510.66580915664,1500.22378921394,1796.92146362813
15080,764.33,798.219672018528,793.591087965469,794.415755645966,793.742996867964,747.95134918432
15116,362.74,477.986328442228,478.666237792375,476.8935285224,480.16845135496,328.831228942558
15127,1423.91,1404.91320863681,1410.882009596,1403.68065103816,1408.76633526741,1218.52977860147
15146,1686.23,1946.10578441356,1952.121628543,1946.79926256612,1962.19448206876,1395.6773420224
15148,814.9,1113.72494954809,1117.2232959192,1107.00762855918,1114.41311169775,637.392789301941
15149,690.9,865.878662586033,873.141385191454,872.175654788773,877.710370817181,733.994976105457
15159,1041.42,1272.68605340067,1284.51128402457,1308.15697050704,1301.2019994099,1045.48829798522
15173,1037.68,1130.7007171197,1140.88610819058,1124.7547352691,1128.5357494883,1122.74084199836
15185,1382.68,1519.33044653082,1508.99407170682,1516.33461361657,1515.68794416334,1480.74047654141
15211,849.07,933.55444738637,930.810677694494,923.27213447132,921.081044654623,1078.64789480961
15220,889.37,1058.12832337778,1058.3015433478,1057.82551634191,1055.08982744914,907.323017341091
15225,630.41,623.035327001281,616.405488037061,621.616756942534,619.926760752613,630.019019024619
15233,1696.45,1490.33660653118,1509.26920162502,1491.02852206398,1493.58932117639,1591.90831099211
15234,95.81,158.703377912139,155.97670493969,158.053598264277,155.077889098583,90.4744707750823
15241,275.64,502.167629709564,491.25303505024,485.744979472199,496.42463695401,179.892135429646
15253,1016.12,1058.74289151714,1056.63047573937,1062.95269536602,1056.63926481973,1029.09980583565
15270,898.7,924.252753191898,924.379271389601,914.738477187723,925.050390635136,952.916276580702
15288,942.96,1076.38560737063,1065.03527954976,1064.95207262813,1062.46192956678,902.216526842889
15292,759.15,696.511241931177,704.762869732929,699.264682689489,693.223961014611,689.106630317696
15296,1334.44,1505.09989212701,1514.45910635116,1519.42708859473,1514.1178850843,1627.53531751887
15308,891.99,918.870906474733,917.938599332817,919.945306903228,922.003732720966,736.346033363381
15321,1245.49,1193.55563463443,1185.8404715118,1194.58121619147,1202.78957829516,1009.10961198806
15329,295.91,294.08573818712,297.447040245856,287.521850702118,305.247302345473,283.26001365252
15333,257.9,159.902258534683,163.072882219941,160.73278903381,162.750229776158,166.664841241636
15379,287.9,270.198284119082,268.324874156014,264.862055087393,265.316178262368,327.747703806127
15424,280.54,374.056159410972,378.801714790637,352.625319388743,371.614364934782,371.293069905786
15434,879.17,990.934043556224,983.793722897594,994.361252121681,1010.24093610279,953.676257594319
15442,1504.33,1667.65010351578,1673.75742568254,1674.23142059947,1677.65125703044,1550.82279036392
15443,1742.42,1767.98555420953,1766.47251030854,1767.44819759986,1768.85554175758,3036.60645852363
15485,170.11,215.86317169703,214.322140317744,216.275191679873,214.999432344248,108.954159604416
15510,429.78,556.013861883753,557.143975337926,563.730365764383,547.891094555961,408.760599067957
15512,484.72,766.796530043323,766.479854284978,774.574553971061,777.939669695549,511.357504020057
15521,245.35,268.181805221821,269.227960635113,268.00449004894,267.252140467716,277.443108870805
15522,1198.28,1105.95046975311,1100.37963426532,1110.74332024243,1110.28535405348,940.043808517492
15535,605.48,692.682025450416,688.214450710441,690.301499313713,682.198849264494,542.925007208897
15553,916.2,1151.93362183859,1150.54421771255,1151.86875415036,1153.42561925869,857.577637666581
15559,1028.73,1282.6551933488,1282.25977031205,1298.33948352618,1282.08678708841,1074.25248058126
15563,67.6,50.6052930193484,51.4018944803473,49.5677359913838,43.2424630515091,249.783830585549
15587,2651.31,2844.57988317207,2857.50953837132,2846.29205337257,2862.09600712793,2252.8126463417
15620,1640.72,1310.42136236857,1305.58475667102,1308.76612469516,1305.21709159242,2108.87460871592
15640,535.92,666.297928661563,670.618040020994,675.44696785807,675.514485306547,519.986758650703
15643,185.77,200.600029743744,195.10926853809,201.388839111527,195.328690656473,23.1531229044165
15644,947.91,949.888472683407,953.84427636815,954.097590994315,951.396979576637,1076.32066186068
15646,389.04,464.648018078145,460.142391729695,436.575614206723,432.501599867835,453.507694036528
15665,153.3,165.405006781162,165.696072367878,165.633033440819,165.620382223808,169.445734157313
15669,603.02,780.21794608663,786.974166864443,780.100726577161,782.921948521023,699.451025067639
15691,441.41,721.714894821094,721.513077126283,723.224376586136,721.297031094509,469.789709307003
15695,2668.27,1445.23241473365,1438.49488169496,1456.14902410024,1434.62957802735,894.252978015172
15715,1827.59,1760.18366542244,1754.89960803651,1755.96978627749,1778.83021193799,1975.52518340924
15722,968.5,1154.95591511246,1150.70072161737,1142.91381104348,1147.145690981,932.817254680468
15735,641.4,789.420973579214,791.999203691833,802.602120791467,791.849449221159,708.212331809158
15743,926.97,951.823818988002,931.652547999805,926.332524950288,942.693065596313,930.127228513086
15754,2794.15,2616.74750627556,2616.23644369151,2590.88550136136,2592.93199042172,2575.73720358094
