tripID,Realized,Normal 0.05,Normal 0.50,Normal 0.95,t 0.05,t 0.50,t 0.95
2113,1172.93,1496.99490575571,1280.65674273192,1519.52217822669,1401.18408374019,1275.62217196928,1062.35778949201
2131,162.44,148.663825234539,166.61530549369,147.341123701631,142.506045414306,252.759477541159,274.658240658298
2134,2885.16,2593.34534223651,1856.4657936431,2088.25107661436,1834.35337285763,1701.43637514913,2350.74913340867
2144,1694.61,1346.69712283252,1427.03223058495,1653.20803283781,1320.18474718772,1291.92409099226,1124.26766968132
2178,938.67,881.593914488239,701.723684521214,837.963847946335,844.881899406349,1015.93382828605,783.589482747787
2180,548.41,487.953052261485,617.66723741638,735.008324663034,539.197391611517,607.165596394438,385.668805587677
2183,3285.41,4060.33583844642,3048.47191061007,3268.31134426926,3535.60186830968,3358.25253572387,3042.97170690576
2193,2405.09,2210.06415366316,2055.8186644505,2381.50326667523,2149.29649480997,2783.25693954121,2075.47400579828
2199,2501.6,2192.94837332736,2197.50696757274,1804.28464476736,2326.26849919161,2390.75798559092,2578.36266609038
2203,780.25,744.715628872296,750.485812481696,714.608049571125,713.243832151571,807.924082152325,753.372904608487
2204,1859.6,1820.1299862892,2944.38330960372,1625.95896805101,1651.80270895168,1598.85589174024,5105.06556833243
2207,1753.65,1616.49934255246,1120.36289412485,1499.02417976563,1620.15052836416,1289.05294162494,1458.67448077401
2214,1321.5,1529.19135679537,1412.82573113007,1921.48741451642,1333.00192326469,1610.03309040905,1427.75308228499
2228,982.87,1157.21844833193,996.266217498085,1092.47930301377,1081.46820594302,1384.70515272204,1017.71164287012
2236,1561.7,1194.40530219503,1249.60820317896,1320.6453659311,1449.24531530715,1344.55690524457,1212.71889791277
2238,1023.38,1146.6586079481,1347.13989067304,1220.06790428932,1114.81132701201,1267.57636545219,1261.00014242532
2242,2769.43,2368.76216459523,2556.76134811568,2950.32393277113,2968.7571799853,2464.70179826348,3016.54461783224
2291,2977.79,3063.50988997833,3671.09978944551,2879.20706364937,3130.56885374342,2571.17776007352,2825.78944839836
2293,2227.5,2346.40574127975,2573.87656975986,2192.00526642482,2320.16420165994,2426.43848843724,2900.79811745276
2294,926.27,795.97286800415,2171.06030863874,577.078277757669,824.418686172626,1261.92594775421,574.091203631988
2324,783.45,1095.40008376639,1216.48549864848,1327.67624805969,998.391911194578,1090.67513980257,1357.61665982819
2327,446.45,554.962062542542,498.203950427397,1076.16193836886,605.822583195623,573.868368258354,267.054597393582
2339,658.75,1148.18070730859,604.877228384373,465.651227745058,579.211424635623,612.227400211936,457.84243683699
2380,1075.96,1244.67234542586,1324.03476482281,1463.7481666264,1514.3122151372,1614.33868934715,1430.88393422539
2392,992.92,1466.54025024315,1293.28599405774,5748.77558303474,1163.6515079041,1351.0037669101,1418.45446664303
2437,2076.8,2389.3542094094,2171.23394950541,2516.7922366745,2501.43007609186,2251.58610299002,3282.00912964519
2448,1224.61,891.666700658262,1323.34020599991,1540.96442517297,1061.7463719374,918.225438124195,1093.91097527426
2466,587.37,532.198476899461,580.773739305362,479.755778575423,581.431014490548,847.768223278698,543.859487636956
2489,583.45,535.295236898228,558.234500292335,630.437253823373,581.524564849386,673.46146988537,684.099808678031
2504,1485.58,1567.73141734214,2146.67194906809,2391.40548061893,1549.89761858924,2140.42565464165,1964.86113727583
2507,1699.04,2014.9119050362,1689.69035211578,1670.26276842554,1775.49347856985,1754.693847549,2199.8474362134
2512,1538.89,1471.87760668922,1478.90600997083,1457.90992552956,1739.38988075086,1292.59599520996,1921.50166951865
2521,370.4,495.424683853385,252.689716621805,370.184466323618,237.682184737667,220.182065245957,183.147409235228
2523,1625.11,1525.16626003791,1746.17155614504,1832.4259272815,1721.47745615234,1714.79159024136,2357.11368387848
2526,638.8,570.118955851644,562.423386987994,1014.03880411417,515.593724575502,634.498790916665,623.824862895434
