model,tripID,real_price,strike,premium,profit
trip-specific,12320,28.8478050666667,29.0919580836869,0.368567251365809,0.368567251365809
trip-specific,12322,34.5880301666667,32.824592708953,0.310359607708349,-1.45307785000535
trip-specific,12329,27.1923822,25.3867222323015,0.573211134384634,-1.23244883331383
trip-specific,12330,20.6559247666667,20.2113521143863,0.481387215324987,0.0368145630446618
trip-specific,12336,19.4629144,19.3786680396847,0.271539957699103,0.18729359738384
trip-specific,12346,21.6477722666667,22.6390374434205,0.291750424477753,0.291750424477753
trip-specific,12359,38.2886200333333,38.7660187720557,0.192774767673769,0.192774767673769
trip-specific,12367,34.3168966,29.7830023357475,0.552599741944458,-3.98129452230805
trip-specific,12384,33.7239777,35.6802030006078,0.447480573370043,0.447480573370043
trip-specific,12395,42.7376283,43.2021452193879,0.361782163498193,0.361782163498193
trip-specific,12412,34.5180316333334,33.3808269383667,0.395274621849972,-0.741930073116655
trip-specific,12415,29.5923757,31.3502080232841,0.603108126736515,0.603108126736515
trip-specific,12420,31.0544155666667,31.8509914745673,0.297356330696523,0.297356330696523
trip-specific,12449,22.6546512333333,24.4602557389761,0.518292466278368,0.518292466278368
trip-specific,12461,16.6153765,17.6490148014556,0.314478114508747,0.314478114508747
trip-specific,12466,5.4276584,5.57773671017485,0.170381673048033,0.170381673048033
trip-specific,12477,19.2878581333333,19.8434302978405,0.2736207378586,0.2736207378586
trip-specific,12493,34.0765525,35.7236105215525,2.44845046522076,2.44845046522076
trip-specific,12524,27.6154388666667,28.7459371388511,0.378938710042027,0.378938710042027
trip-specific,12539,15.1658919,14.837132033548,0.629435841073263,0.300675974621233
trip-specific,12564,48.9115018333333,48.0183805719897,0.623384357123736,-0.269736904219887
