"trip","sampled_time","non_dependent_time","dependent_time","population_time","first_order_time","second_order_time","HMM"
3705,850,1631.30223025806,1593.137515203,2286.60954678799,1379.69028552561,1402.43266553955,1865.16955619658
4823,1868.15400004387,157.660079054615,132.625148771868,73.7677923495342,114.244993227927,148.825756050099,557.925934104927
7699,871.09500002861,1839.13492725836,1655.73863306379,1700.36873463593,1289.48792595032,1373.52201223256,1167.06903197358
8211,1304.06200003624,1779.74480370837,1912.15963255162,1576.44001253263,1624.55555463019,1452.34670732882,1784.90643793138
9934,937,1077.27270178386,1326.79431085417,1616.70594100658,1201.37271995615,985.146880576221,1121.75686902574
11666,670.707000017166,774.032273002646,580.976747389398,743.950455274118,737.221998115436,636.694651724851,309.353439301402
13214,1536,1703.46157098005,1582.41430624817,1859.62151127933,1863.7270524207,2011.04457239305,2344.58993726994
20298,1171,1166.5461342935,1217.99367765551,870.770703365321,1289.36492922738,1023.63824663294,1234.50740255399
790,1187.79600000381,227.570606076418,223.566935263573,245.220191698552,276.936181745628,180.654582637749,272.405349283948
18379,1014.09999990463,1007.14753995143,953.144418879994,1049.32510389698,955.90284085384,901.078972616038,1609.26569708523
4949,1489,1089.60743775872,862.888735897143,1123.81109797727,866.447937672951,912.012469834969,1405.92309998325
7206,1434.62800002098,805.225992739585,792.757312338938,642.935762292738,789.379709925372,807.000517603194,1610.67608119855
19051,1111,1726.71929192136,1721.1118263087,1659.47150165155,1696.07926289604,1733.96755963782,2838.40853080175
18728,688.743999958038,518.424213472883,562.397083197589,528.743294601928,555.178253762652,563.644136455672,680.321392507669
22100,1324,1051.54162323212,1053.69414194509,1416.83992143428,1030.55496770404,1145.0256838826,821.384067232708
14914,1480,840.638668405049,910.629145138526,765.397498372568,932.633118379387,1120.89537170372,1054.32055129796
7068,869,178.054110507028,251.571285170825,184.921548379993,207.211630889358,184.296483944215,248.118471827113
18910,825.172999858856,1393.57501368795,1225.67449946816,874.079606846724,1284.54824776704,1449.22075973719,1228.69018512501
1235,1979.7349998951,2937.31624134953,2820.03757299523,2594.93219612797,2906.43961146307,2836.02824190832,5393.78884690409
6326,886,650.45325685985,589.329447530308,635.874298213768,724.633395483099,521.281498908456,433.883322651891
17340,605.957000017166,1570.97130118021,2330.36524513307,1371.49005457546,2005.52655798941,1921.18877065806,2435.57576522413
17599,424.006000041962,293.274827628186,332.584084021591,412.504675250977,234.730012300442,277.564705877104,264.90471138695
18559,756,1010.7539739987,1041.71952741396,846.750358834896,1156.81095439281,1104.18058333623,1542.6579543317
21470,739.194000005722,1568.09819240925,1077.93598977295,1317.09067405579,1311.36425605543,1183.82163906305,1709.07984219453
21498,976,445.737090649434,556.3826127818,502.404716276663,482.257508157419,510.416348605581,516.711529772123
21613,857.006999969482,3393.09235236618,3328.77992652901,3344.67158660873,3571.37490616427,3302.5069602566,7993.02669048755
11071,2169.7009999752,2103.57211469233,2159.46561236437,2636.20205953537,2446.44670741959,2233.73393972428,1746.01502988863
1751,910.092000007629,700.13311974082,774.29007252985,723.389098700086,856.828866970326,969.616302942279,609.59119404723
4322,1612.33599996567,1535.44395948631,1380.20467975848,1398.57751481813,1373.56516140854,1555.6843252591,3619.53527015841
6059,1009.84999990463,2438.94883524028,2718.3159421879,2691.32407231298,2272.13832802466,2418.82812734217,3374.31682675284
9257,586,1066.79766014842,1171.81031448464,822.447271363142,1138.45785711682,1160.40577865934,1803.23581055001
9559,1670.94600009918,275.333042776849,347.321346201707,306.339753028084,357.702930437886,419.658181565846,1162.42952737696
9779,1038,1157.84755941144,1484.07890032641,952.25993161124,1353.07459758239,1311.36054210083,1877.75184578675
13291,554,1558.15322699138,1583.0216859363,1420.06347157552,1636.79166646536,1526.84986241158,1761.77580612062
8789,5172,2481.8620521391,1640.72252792471,1820.90798240011,1893.95744465525,1525.30948620041,1860.52733483314
141,1191.99699997902,264.602578090274,454.176907321646,517.968533047262,314.562478582069,235.532369283057,551.351968096371
4496,1222,760.152937123507,640.172129198201,565.330503737072,577.391613187707,627.977940608508,331.42960676693
21180,2035,1819.43564062749,1838.12634927633,1898.9596985793,1883.30783156961,1950.90390585493,2406.46034796642
18714,709,617.527740704532,909.11698986032,875.661569661278,673.73435658879,733.413311573365,563.84236565435
7150,2646,411.140074211217,403.521869489404,651.825803796814,419.615159140082,422.278515815384,371.842002685928
21348,1018.43300008774,253.763358846016,297.799830964355,366.980885074064,225.35681327357,224.843764825659,202.447340745319
216,2779,1281.30041978422,1245.00406269364,1881.40391392466,1241.5266966004,1393.60067790128,1558.34976341404
13966,1508,1412.38413794158,1215.61401861137,1301.18939939187,992.854313023994,1236.40571722228,1593.48309566093
8765,1411.69799995422,1193.00472567042,1063.75915215596,1270.04387794487,1049.50024702998,1066.37475583282,820.702814398845
20177,644,1179.94053815201,925.516818311921,950.201909451061,1458.7131109166,1143.73970585942,671.597560778154
1684,1564.25300002098,1832.49487400691,2196.67023822288,2084.36839443384,1996.95581274115,2326.46104939253,1397.18564645617
18066,1141.93000006676,796.832399388744,695.334736520529,833.46082412427,1129.83855321707,830.335548924274,1116.57699764055
4300,855,984.801502671222,689.822325837264,1347.28116271217,1383.56129128464,810.127998880422,1036.80703288961
10823,647.164000034332,1804.12592435364,1853.6318026958,1476.34890750731,1719.5356430149,1807.2560238822,2569.17505598229
15555,1210.98300004005,1249.55642272114,910.089503871145,1495.51090198717,1403.440976813,1438.31910024932,2001.16938566622
3242,893,1140.61702231139,987.855552348474,1060.32383054998,1104.66261838403,1537.91041450386,1420.50342371369
11830,587.944999933243,988.50273496961,1153.60514061513,1168.33714999466,1009.83382871608,1157.67540655445,935.604103189826
1073,1108,1609.93313494483,1508.99609900349,1698.27528578309,2118.77603237287,1624.44282574367,548.358362677421
22343,1338,763.559728697031,744.333462125953,955.319788407228,767.976122185283,754.618420745737,832.588274787024
13363,2963.88800001144,340.965368111017,787.797548214749,93.708428523043,820.399102067641,444.131816641099,224.381307158553
7631,2132,1282.0540131037,1268.08172160794,1029.22126561301,982.574446424757,1027.42632023039,1124.10865515979
17725,2338,291.862453990772,270.355497242498,327.832560883744,273.393908654581,290.260746077885,285.691724321907
9555,2288,522.76752751904,354.838070486507,438.215304147848,241.948962718365,356.464389025277,176.509051121091
17863,1519.63800001144,1574.87148358189,1445.52769047773,1456.61594898152,1465.71030673428,1196.8056353428,1770.55534138258
9122,769,2123.7208717848,2069.00312222869,1176.52036809906,3221.82912479671,1563.57203993204,2062.04492205476
19877,833,799.831286610646,906.341365784481,1140.24027913741,671.440996918146,728.00287069916,939.630927941512
21603,1188.33599996567,1019.40309339562,1460.8011485447,1131.95533037081,1071.4298617644,976.818093398163,1118.54648190829
7035,828.990999937057,2674.25401604838,3013.82751479432,3046.30970703589,2644.41795744403,3045.95189777032,1865.81458963033
11935,1123.5,1213.71314805992,1075.08822629403,1055.97312286742,1364.26201843427,1144.23982152884,1403.42551600695
131,1214,461.384676045315,485.412064691969,789.916371652186,408.251099948444,500.558557024329,504.191658874448
13207,545.18499994278,948.178169977046,1105.82084332837,924.007475589553,1084.08307639956,1023.38125626698,1361.19990200085
10580,1628,1130.13361323297,1150.36500966179,1278.59729934041,1344.33182181076,1094.02173906367,1683.24109740143
15667,301,1064.15560182322,813.343817850601,1123.24199443505,909.056643933447,980.679617510658,1066.99723719658
13182,1139,1770.85297420519,1374.84692551792,1522.05599950549,1616.02224845649,1479.02742792804,751.158627526
15836,2084,706.824400692915,664.181027986578,1176.35379447849,977.604557682794,759.141899460294,874.443506279244
12564,2716,736.6947909351,1002.36490154962,776.418768267014,810.536258725642,687.19813312454,954.039320626862
17089,1403,2345.16861178688,2098.00464291617,1627.4492901525,2030.1531319567,2259.3821547822,2251.07598645156
13103,1742,634.600977461544,855.649822605666,800.393597687399,795.895018320166,656.09240567087,501.329901990855
854,1962,652.867190200749,621.634684274083,502.540275644821,612.890539781477,635.516564707653,668.53253683336
8121,849,985.896621833678,961.276306177473,1124.22298957189,857.048604161073,1316.81347680207,781.679751652463
10356,1497,819.479403395354,688.575200752879,513.882016097082,807.379828959895,680.416474182551,494.983873636185
22617,1137.69199991226,1314.10432360826,1360.04407365225,1656.11416062455,1252.02466581111,1324.70597045108,1277.6925526763
7232,1951,665.886439153123,659.47977551199,793.640968290694,473.170696611379,524.276620319521,752.018536470093
12219,2640,1324.75810886323,1431.02086870879,1621.59613633323,1287.6277509604,1768.27813342544,1732.99979811045
13548,1341,1597.54038618871,1364.98121172939,1402.16277206977,1848.10937549634,1488.06312178623,1408.12988696977
3120,1387.9279999733,1019.59846713537,1183.00872052532,1000.95335825502,1031.94492687003,1039.82942751449,1330.7481680678
11491,1657.03099989891,1589.9093564058,1585.81323032025,1234.94857515179,1460.39366060878,1325.79298844106,2106.06586176685
12860,1803,980.274262443273,906.953964195966,857.596603099165,1032.56565962602,1052.56594908026,811.265546254824
13216,2110,1833.83201522342,1743.84414645432,1924.82519601027,1656.91587982834,1671.32907174924,1115.57224056673
17932,758.026999950409,1794.87159648879,1810.7005293768,2285.98905312786,2175.77033717006,1818.57170554861,1508.62654451486
20754,1353,1272.87301532787,1226.33614417067,1116.93343420575,1382.10661978,1295.30130696942,1621.64216228733
20581,988,643.290828944411,690.287066502716,631.208200989029,787.13726815749,666.563616695989,993.552577880131
22521,1050.50699996948,841.579228880193,569.927339133377,946.341451559196,775.657327449319,520.375652574005,616.940597522683
2974,1080,377.88443907831,368.889407256912,624.652300500879,495.173177219914,420.496930497409,280.645319809675
7244,798,1394.69605410049,1306.84998617131,1176.55033292235,1128.85712958332,1225.97011193015,2732.18804041272
7521,3064,763.153490424316,1160.43219628434,840.110686136969,1224.35289467315,740.816058449571,704.449527352783
11231,2608.70500016212,2300.00878129046,2200.68561092671,1848.75183088194,2010.66914961629,2038.52614493221,1624.03411232401
16615,1354,1504.61812960675,1751.04900440703,1106.09393470585,1623.35626949739,1869.74874468951,1663.93259841402
6984,690,9099.96180090683,1364.49486181257,1366.15811650459,1456.65660859955,1203.91485112772,1294.10880175452
13406,1113,1195.35737173254,1169.54221715035,731.457384319449,1350.74553271919,1285.62007625324,1991.93874911122
14150,1068.70399999619,1923.59634737859,2287.31846021389,1520.29587354093,1132.42257675255,1202.75325601331,2212.69795458725
19805,773,973.561604277871,827.640078023857,1140.13847443294,1019.55966311405,1107.60940505613,934.309630426086
19508,2099,1841.1214448187,2215.78693052858,1795.8247699215,1816.4271979864,2178.61674829327,4869.18926156682
3472,2287,1060.30006765314,1344.16388452748,804.445550416978,842.751696215095,885.925751290969,793.304849592176
9123,1099,1144.35803143934,940.017140356964,1474.63213298695,990.742880028931,1066.4132620795,1286.10613671028
10169,927,1206.70883808091,732.474183656197,1052.78846080133,1266.18418239821,1139.25463955966,607.737094862968
22590,1534,4890.33306959196,4612.812110958,5134.36758468729,4709.86526379244,4680.54199529941,10369.4277643554
10307,883,2352.69600644779,2729.73016657516,2141.07731093164,2350.89571741573,2499.80032697579,2235.86366095108
6901,847,103.71421851901,141.599578025095,92.1263543565068,959.331753478919,103.93619885324,101.053026753375
4956,981,2952.48102372756,2618.24887965637,2182.08913810477,3359.89653476371,3053.6036056213,3158.99497686684
10606,1557.50200009346,1157.25339611059,1073.06924299363,1278.20216065046,1029.67136839643,1121.18593684044,1378.42543008282
10715,1727.99699997902,1090.99471847581,1055.42335046086,1016.0558183591,1155.18446334036,1164.13502609157,1492.83458901237
5811,852,467.553758588182,288.368154981082,621.617518922719,268.267172168735,252.993646302769,117.973955851793
3948,1013.21399998665,603.603458003286,622.144594289959,579.247602440451,532.870995526972,562.049491863089,1863.52999111108
11151,1312.5720000267,1347.07355141912,1189.69525622397,1255.98394367898,1266.20422703875,1276.03724245819,2545.25917803333
21129,1807.22600007057,2076.73596112976,1836.7538319811,1934.94203930576,1954.36512844548,1875.11721800466,4396.64060978565
934,3234,612.25385933327,714.788249731815,709.873943271012,632.034450206561,600.352403046556,1111.16389837642
2977,3015,829.96199119494,815.270210495066,721.891410305743,802.248919712066,946.635663351764,1092.22154236448
1456,740,1520.14206906353,1463.65515095793,1111.22997544261,1595.83701042074,1484.228715103,5110.37971916411
8908,637.865000009537,1612.84401355101,1741.74589996505,1613.00234058021,1488.7623536755,1574.21225451583,3140.84934439424
22039,1791,1838.62617497754,1684.35819047658,1730.40657526821,1558.82385748479,1510.19714678147,1727.05737149245
8687,1353.13400006294,741.78329548993,758.947456443919,664.956409215507,1316.30081910878,811.751726927261,1668.92387938536
20115,2127.04800009727,1860.03782742693,1606.65763430929,1034.06506809508,1361.12720314178,1267.84973405475,2577.65174043944
2610,1941,2340.02716973123,2011.33676941172,2089.60159753121,1854.32259960381,2008.44741857584,1908.43812401578
3232,1805,1032.29185473213,1061.97426632692,1210.83229954036,991.907415137783,1185.7940511574,894.857143646451
10001,2112,1278.99123412468,1245.85804610779,915.402092521466,1280.10353912344,1205.5601036113,2256.13455171047
13687,1085,939.739587438142,1176.85666726504,870.090596190996,1055.85691677766,935.56259589304,821.112679827932
12913,1447.98699998856,784.595235045652,773.807750733329,769.086654457808,807.853753899244,680.822678393519,682.557982929078
17682,1630,1391.96864528033,1279.62342166813,1186.84445059114,1312.05724805687,1634.3236054597,2538.55969973377
22395,1668,1128.62663563834,2022.79858730917,1212.96135786498,2013.56666044489,1256.73476657881,576.751978105378
5636,2236,1200.57294355475,1226.50299510331,1360.93961205775,1200.07470592905,1385.93140187139,1361.67212511306
10340,2229.80999994278,1071.90665497219,1323.92478740652,994.541993703085,1019.51187851871,1225.34463828011,1253.13018500206
12250,1665.81299996376,2060.53658771454,1949.67327008919,2050.58393702107,1986.08532161617,1850.08556349069,3011.33334413149
12597,2244,2356.58640995679,1628.853269634,1544.64571427612,1353.43958998126,1397.83739537095,1420.54148142586
13396,1189,457.187477924342,430.970915475876,495.505643349149,408.150964897283,494.133239251465,397.143804735929
14195,1887,1735.50089323946,1662.01671591945,1328.99313902322,1489.92109907655,1555.59486838715,1227.11961476676
16089,1309.73000001907,1585.73712247655,1240.95011083578,1024.97707281714,1498.80389089491,1177.04009153898,2145.91249335608
20010,2545,351.765596719509,317.657614555272,386.378413547455,361.084414752179,363.744400232159,324.551977728939
22847,2701.15499997139,2769.66264751586,2308.44477459747,2025.32802959027,2726.03350353658,1915.09635909937,3553.29345865944
10688,1932,1711.32082497068,1480.06731082008,1331.21168871393,2114.7587505254,1723.42111183044,1191.70493381392
19974,857,1128.72712395525,930.695167316545,474.949413821229,932.429167482066,1066.37523563398,882.22092228529
1811,2131,1363.92901705756,1364.18665406727,1316.33255807417,1210.47955512959,1438.20241335419,1763.53270686433
2242,2759,1966.98189582102,1683.66595408707,2140.1978383378,2375.48240232103,2317.09768229932,1666.33714700742
7420,1721.98900008202,769.294959778404,674.847836200217,709.371944834397,595.630795444687,668.02389501289,494.576147792318
15870,1474,890.615000404216,603.971585791181,1356.35092887107,777.432045088937,984.319997375935,1279.37370222608
19472,884.046000003815,1550.15756957826,1663.14011485772,1700.004736062,1485.40998650415,1692.92132745977,1468.05741460031
21243,1306,1834.77659057049,1451.60257442641,1433.1764387279,1480.65482160603,1256.68201868636,2429.53548857933
12688,3051.83899998665,1000.6240674912,944.777302937527,954.251666414974,994.72855842793,953.382682350692,2845.13695117063
13549,2671,1186.80381641302,1298.22597378479,863.873475374646,844.075210029058,879.329799310763,756.211242231132
20257,1972,1900.12749129336,1582.02086483503,2020.77438881881,1605.24371630429,1764.07682961943,2513.2686347871
2507,1681,1334.69821892299,1299.49727190136,991.240132037199,1368.47827462534,1232.02273538677,1562.51228102792
1462,1941.79500007629,1194.96831483713,705.449622566226,1091.49898006306,890.594633642697,1934.33349977245,913.025587904761
6515,766,643.207386497078,536.393807594488,596.159787551982,765.904835052049,601.340169360282,465.948903708886
7050,758.052000045776,1301.81809719329,1148.63667916864,1288.62773360221,1306.94073944596,1171.6929724751,1009.45874609358
8787,1795,199.976607881579,207.35674986219,170.998938405229,208.754208271341,203.501815457731,245.375052288658
8871,1599.73699998856,1425.77272832442,1612.51155493714,1350.14941562074,1479.63033329795,1390.49430045662,4189.43802464277
12330,1363.44099998474,1355.65226043051,988.631545651975,787.580013048995,1184.58264135952,970.872323313463,757.859474879512
12412,1773,716.95439921878,820.161422852991,848.504140773285,1564.22060720394,977.342114314399,1763.91498461772
13383,3010.38700008392,1864.958207615,1857.86053605127,1778.30308677157,1823.07276939703,1677.85671158888,2651.70173745862
16482,1004,1291.69919908745,2069.31982391235,1639.1575761322,1199.9079378887,1354.48596481746,1853.25315642645
16568,1043,1529.48524090683,1519.91267507708,1606.31737866026,1522.07573849971,1752.57879483678,922.722764127849
19908,1508.99399995804,1385.16217885866,1323.62384516237,1855.41996079978,1220.94416243893,1296.72217230809,1584.76483389429
3541,630.588000059128,1708.89175724796,1529.68292116732,1836.85104763105,1636.69873172489,1564.31931117163,2699.55325818044
5338,1050.97699999809,1079.30607498654,1135.20241335721,1147.7508290504,1244.07969290859,1249.10103302287,910.202534066782
11340,1078,1640.03574507796,2127.1226184457,881.888033939681,1900.76555687866,1630.79495039083,1980.28491424222
19464,1543.88100004196,3505.14911217455,3480.41071679088,2526.81540302787,3509.76132783527,3402.46807302441,8290.75417604851
6511,617,810.12883237405,867.13103559133,773.772653862445,792.525234008782,869.132828681108,1369.49335978638
6827,2548,760.276212324661,770.992256832244,556.160489670668,606.380462447849,692.282154137814,954.8571416827
22689,1139.04699993134,2204.11613195861,2127.97697072918,2060.59021185533,2020.36687306309,2134.46882729283,1996.63316580401
22721,829,309.962420196241,374.626446532098,249.208824501541,415.917986322882,368.50648644318,206.063668030238
1546,1377,1324.04921548272,1626.12480616142,1181.19341186058,1439.02946766508,1724.1202748702,1656.49685018358
12336,854,765.88721993657,1176.0539892669,902.189564634376,650.621619129497,1002.80358521725,971.09740452126
561,1367,1859.67337351834,1541.68048947398,1904.3216917287,1928.95404428784,1838.8313167978,2194.72961215982
5392,2953,900.540997990817,788.572640455894,791.133593783495,963.737829722348,823.619028021655,1168.82299786589
7603,2368,2288.12090035854,2770.16059024549,2383.66043363939,2495.30996148418,2463.968442615,2533.01191236847
8679,2514.11400008202,1202.17332607547,1302.32541036622,1149.44799752419,1210.27299955289,1242.58167262498,1808.7123689707
4319,1504,788.970624131234,1142.33585158525,1052.14471408584,1003.60490735049,1050.37005570674,808.554685282989
8019,2091,1260.29941544909,1215.10809565166,1515.50371056858,1259.12838575786,1302.96714290171,1451.21499285622
8095,989,192.122751774772,150.059944551424,257.59407409209,294.799883253901,162.284260626806,197.688137767875
13787,2379,37.7994997887795,30.3194130253678,32.0299999713898,32.5036167482778,25.8682329818871,76.3978381056713
21990,991.546999931335,604.653314734351,596.517815335434,470.161517113802,503.565626385004,522.526925264588,518.914142416226
8205,1059.83899998665,488.139566380174,500.191926993038,494.6648343861,536.975770957005,557.760313469474,608.224826069768
15840,1062,1565.44975861236,1669.36340794814,1352.86950284688,1826.2814463089,1795.38343989367,1804.09623519699
16448,753.023000001907,1136.00780167681,1356.03209690334,942.850899749421,1331.12058642623,1135.65281130299,1265.30661971767
4377,1138,1254.70898008323,1136.83809063225,954.0706903323,982.575844494999,1591.82172870181,812.36338857309
12807,552,950.125603607159,952.674503696542,975.070973495107,857.982296080352,997.650480731522,828.986983128714
22073,1171.84100008011,805.465007945544,1169.88940978977,954.471294317398,927.444077206384,1099.68487045668,836.736078753972
4766,1444,890.206878198185,867.941133469629,940.899814439225,881.253117091147,956.138455908925,1973.36574698786
6398,1445.00300002098,1294.0410861499,1229.9060926514,1165.53026274057,1502.80515593009,1239.3652066182,1993.04947119613
12313,1647,1158.22559917792,1227.34533116625,1167.56579694196,1280.79007754166,1170.48631232285,2108.39259290274
16553,1016.02699995041,967.335417128691,1127.14167004948,1202.13998776568,928.246632363603,1143.94118835746,1051.68781783753
