model,strike,h,lambda,k,u,n_members,mean_profit,se_profit,mean_loss_ratio,se_loss_ratio,pooled_loss_ratio,median_loss_ratio
population,0.9,8,0,18,0.6,100,46.0036011719029,4.59337325553978,0.462473045808729,0.0539100835417694,0.436737290775109,0.333465805560554
population,0.9,8,0,19,0.633333333333333,100,44.281189821919,4.75155826626865,0.485009423803504,0.0568630830384187,0.457826293780904,0.344709277409075
population,0.9,8,0,20,0.666666666666667,100,42.4575444435066,4.90606551752685,0.509567100152321,0.0599607001165434,0.480154794383969,0.370912736183549
population,0.9,8,0,21,0.7,100,40.3614218567246,5.08743324767314,0.537449147915607,0.0630737430526945,0.505819474039949,0.387434577896458
population,0.9,8,0,22,0.733333333333333,100,38.6847916773746,5.24667895146025,0.559512683943259,0.0656351666559037,0.526347937749996,0.407908009206205
population,0.9,8,0,23,0.766666666666667,100,36.5373992226046,5.41774234696113,0.587197511351125,0.0685242147720696,0.552640359669817,0.415610013199032
population,0.9,8,0,24,0.8,100,34.5711012546443,5.59323017291229,0.612717989887833,0.071314530622785,0.576715481885535,0.425134415059696
population,0.9,8,0,25,0.833333333333333,100,32.5225955531018,5.73461630994909,0.639127634372857,0.0738138138239171,0.601797145970958,0.446371560709426
population,0.9,8,0,26,0.866666666666667,100,30.4689778462791,5.91500781396444,0.665335386590981,0.0769023194274038,0.626941400850805,0.463302690932587
population,0.9,8,0,27,0.9,100,28.2769206229577,6.09041630985306,0.693111853974865,0.0796696369374853,0.653780692969921,0.511022817513716
population,0.9,8,0,28,0.933333333333333,100,26.4571432481758,6.25585505943371,0.717002475361667,0.0823518461574254,0.676061834189184,0.528114035849464
population,0.9,8,0,29,0.966666666666667,100,24.4829874933106,6.42919298234264,0.743079962085727,0.0851746981030209,0.700233166228216,0.546754184993045
population,0.9,8,0,30,1,100,22.8480651185619,6.61171286883785,0.764695347725114,0.0880648465361453,0.720250964459538,0.550334236937773
population,0.9,8,0.25,0,0,100,81.6734366015615,3.2041127306192,0,0,0,0
population,0.9,8,0.25,1,0.0333333333333333,100,78.6769068693116,3.12924905427079,0.0384589426929522,0.00456668494893475,0.0366891593758722,0.0233453085233758
population,0.9,8,0.25,2,0.0666666666666667,100,76.3708447543366,3.12459980726208,0.0685527755347525,0.00786040216991816,0.0649243140470904,0.0467772116954233
population,0.9,8,0.25,3,0.1,100,74.1788611990495,3.13459042952874,0.0972767866566605,0.0107211864671637,0.0917627041834152,0.0673451223547745
population,0.9,8,0.25,4,0.133333333333333,100,71.6692086434145,3.14232752456394,0.129241078233208,0.0139703452366367,0.122490596385114,0.0931496559547097
population,0.9,8,0.25,5,0.166666666666667,100,69.2652639941456,3.18275076902608,0.160955675183751,0.017235891860043,0.151924213351623,0.125190265811335
population,0.9,8,0.25,6,0.2,100,66.977138060524,3.2516738065335,0.191193885744743,0.0205597311023131,0.179939759517314,0.146472442560662
population,0.9,8,0.25,7,0.233333333333333,100,64.7440900931377,3.31030608378953,0.220754323734913,0.0233111018316624,0.20728093750986,0.170908270473538
population,0.9,8,0.25,8,0.266666666666667,100,62.6368373245446,3.40320828465785,0.249077610369706,0.0260169818582854,0.233081893809437,0.188405407393867
population,0.9,8,0.25,9,0.3,100,60.487058964348,3.4874753756267,0.277048429565238,0.029035697002488,0.259403528476093,0.211783427163797
population,0.9,8,0.25,10,0.333333333333333,100,58.4756155734679,3.58415238248535,0.302826220836948,0.0319309251564599,0.284031405966944,0.220872812508456
population,0.9,8,0.25,11,0.366666666666667,100,56.589507301295,3.66779759750918,0.326631990213338,0.0344106077005799,0.307124694931558,0.254932585439877
population,0.9,8,0.25,12,0.4,100,54.3604867322975,3.8175358262704,0.35594359782313,0.0378586566232064,0.334416561929535,0.271588601435848
population,0.9,8,0.25,13,0.433333333333333,100,52.6116877574537,3.95041837465551,0.379262450403975,0.0407185538429618,0.355828651926129,0.279115982728675
